item_id,qty,selling_price,order_id,product_id
LEL1D,8,2.15,QJRNZ,60LB0
RLXXT,3,8.69,7II4K,NCRWX
NST6I,7,10.03,7II4K,OMD3C
FGOX2,8,7.52,7II4K,5AOF1
G1HP2,5,34.95,K5JBH,KA8Q9
CU8V6,3,33.88,QU2AM,8VPBX
8JV93,8,5.11,8NV1C,LG8EX
XO67G,1,7.0,HFPYA,OCT4N
H4EWC,2,5.99,78VT7,WHJNN
6LBKV,3,3.11,78VT7,22P6A
EE99D,7,13.72,I4O74,T1P2J
4BJQD,6,5.53,LR1M2,LLO6D
1ZEG8,5,3.25,EI7X5,YNJAA
48R3R,3,3.42,54OSY,O5OUG
7SO0W,1,8.94,54OSY,74HC1
KRR6S,4,1.02,54OSY,ZWBXI
8BG8M,3,1.44,54OSY,C8SH9
NV4FQ,7,6.38,TSGX2,HUC97
08JRP,3,4.5,44TGY,JY2QU
84A81,1,7.29,9UGRM,NRL6E
ND160,8,7.61,UWNL1,CXV5D
ZDAE4,9,22.28,9PXCT,2OIFC
MX91U,10,4.85,9PXCT,Z0C33
7J80M,1,6.55,B85AJ,V201T
KRBTA,1,0.99,92RTJ,MMT4N
J700Z,2,2.64,PVJFO,MDPPC
XQR3O,9,2.82,7YMOL,H1ZUB
44MCP,5,1.9,7YMOL,YHD9M
OSYHE,2,14.05,CVY1E,WHN3J
3L6QB,7,2.32,FXZ01,93NRR
QPKLH,1,5.72,UKVIQ,DWE7N
2CZCR,4,1.81,UKVIQ,FA0EW
9PAXR,6,1.99,UKVIQ,EEOQA
9YP04,3,4.1,AG9NE,N7KF3
ICZVI,8,17.24,AG9NE,HVVHI
QC2HV,2,6.15,HMFZP,B28ZZ
1RFX4,2,2.71,WR6F2,Q7BWL
8BJFV,2,11.87,8C4DS,BK2QT
VXSMP,2,34.01,D4VB7,KA8Q9
9U66Z,2,2.5,D4VB7,BJRUL
528C0,1,2.19,4OPBW,GMGO5
N1OZ2,6,2.16,CELF1,UQ24K
SUQT7,9,0.99,5WQT0,QTY42
U7GFA,6,5.07,PAV7I,XQUM7
8535J,5,2.05,PAV7I,EVNXI
HV8T4,1,5.38,PAV7I,WDQ7E
9UM69,9,3.61,MO2O2,KGIKP
UR15H,2,11.01,EAQO8,GXYWF
HSHDM,8,3.08,U7ZHM,DBNI8
Y47RQ,2,1.75,0M6H3,EEHTM
R5IVP,8,10.5,LPFPT,5LXR0
Z508Q,10,1.62,M5QYL,60LB0
7LICJ,6,29.24,GZ5J0,8VPBX
INW0H,6,6.1,YJEFO,TTXEH
JQO20,4,8.21,YJEFO,ZML2R
ZICSJ,7,2.52,3PX6D,SQ41U
IHV3O,2,2.65,3PX6D,M7UAU
IMR6R,10,4.66,Q8VXG,8YAY3
6NA88,7,20.37,W9DFL,GULLZ
1ZULG,7,5.82,W9DFL,K0QEE
KNZY1,6,0.99,8YAPF,XWXG8
7RF93,10,3.06,8YAPF,PWEGA
K8STK,6,0.99,MDE54,A8OWO
7Y58G,1,4.75,40REF,7184L
8UK2B,10,3.96,40REF,C9GM8
FY8RR,3,3.77,40REF,BJRUL
PWJT9,6,6.05,O8W54,GS8WX
1WXOP,9,4.84,JM2B5,K0QEE
229AA,10,2.39,JM2B5,3F223
F7MEF,2,2.07,9VEGJ,P7DNN
CHWUA,9,4.16,ZIH1C,IJZCN
H5862,9,2.46,ZIH1C,IN3KL
K4GIF,6,7.3,ZIH1C,GOH26
BFW8Z,3,7.02,ZIH1C,NCRWX
0V3QA,1,4.16,ZIH1C,U0BKO
6S2BA,10,9.8,ZIH1C,ZDQMY
B8IDC,7,12.11,IXBPG,TLN4D
GX464,7,1.57,CKKVE,C9GM8
I5WXL,5,13.81,MGTNT,9SZWD
SRFHA,7,1.34,VVZBH,6K05Y
99MV1,10,3.99,3L3FM,NRL6E
QLU34,5,2.93,BPNEQ,8HUQ4
NKFI8,7,12.45,DJ2KD,JTO6X
9XSCO,7,4.13,DJ2KD,G21HT
CT6YH,1,6.76,DFDSF,1GQ8O
4QVQ2,1,0.99,DFDSF,N77B9
RTLOW,3,9.19,OQJ4A,3L8JQ
L6N0Q,6,5.01,0Z2OB,3WOYL
EN3ZK,10,1.53,0Z2OB,7PU2X
7AXFY,9,5.6,3HX9G,O64TP
UO05C,6,3.45,M8KZ5,1S7VD
R51FV,9,16.99,5RGPY,2SEIL
9CZYC,4,9.37,QLP1D,9CLQJ
VG2WC,6,0.99,CMP3V,9HJ2E
O9F0W,9,21.73,CMP3V,2AT8T
JUM5A,6,15.65,CMP3V,U1H41
Q2WRT,3,29.03,DBZAE,T5RAI
VLEWM,3,3.32,AEUY7,NQBX0
F7ZRY,4,2.92,AEUY7,LSX4P
G9XDL,2,25.57,GYMHL,VZPM4
0RGW6,5,4.74,0XEMT,NQBX0
V0ARC,5,7.65,TN7PY,CXV5D
ILT1Q,9,19.95,E7GDZ,KA8Q9
PHDO6,8,11.47,E7GDZ,0U8WK
C7KQ4,3,7.38,E7GDZ,79WN4
VDG0I,1,5.39,E7GDZ,BQJ2N
Q2219,4,0.99,MM16J,MMT4N
ACU0J,6,1.85,MM16J,QJ7MC
AQA1C,8,4.93,MM16J,LXJML
W1251,3,7.95,OJM5L,YZ445
R1NAV,3,1.75,08IJU,WNXM6
W3NND,6,3.61,LAVWM,ZML2R
61D93,7,6.77,LAVWM,SLEL5
T9JMZ,8,23.59,MAXMA,LNLBU
IDQE8,9,9.48,X8ZL4,W1AXT
E7Y85,5,4.31,2B8T6,DEG4O
K9RD7,6,12.52,ZXKQY,33ZMJ
U0CII,9,2.41,ZXKQY,G3K37
BJSTZ,6,6.5,ZXKQY,MQDMU
L2T5O,8,3.17,9HGJU,BSI1V
EADZR,7,5.24,T06OR,58PB2
47FVO,5,2.83,T06OR,CNPR0
XQ98V,5,5.15,T06OR,5920Z
3H3CJ,6,5.38,L2GYC,MUFUS
GIW2F,9,17.11,L2GYC,15CBH
SY0FQ,5,4.73,QMJUJ,XUXA0
5BXX3,10,5.87,1TOGU,RAUEN
WXE59,2,3.56,EQFRA,9IZXV
WHFJP,6,7.49,S0MR7,RDXAE
B1DIJ,9,18.68,VOW9K,9SZWD
3BUJK,6,5.78,VOW9K,ZQX4M
4KLPG,7,0.99,F3GA3,8FA5U
9M1UX,10,10.33,54BE4,TBK0W
7S49D,2,13.13,4UEHY,3R28Q
ZNCSA,1,11.97,OMSOP,TUSKH
CBRZE,4,1.68,PKLU1,EVNXI
NXDDA,9,1.92,3CURD,GXQ8Q
933BN,2,7.21,6HQ2P,U0BKO
GVQNG,7,4.02,I3FSZ,PNZ41
207IV,7,9.54,ZWKST,V201T
DB433,5,3.85,LKU2Y,G4Y5X
UEWP3,8,11.54,JE661,KA53E
N1GTX,5,1.53,E3AG5,NL2ZK
A7EUT,5,22.51,8ZLI5,LOPO9
JQNRN,5,9.85,D5YDF,YZ445
2CB0Z,2,2.53,HSIFD,OBM5O
40GQW,2,18.99,J8G8S,7S3OW
8VSG5,3,2.91,1NNU4,NVXBC
YTGQK,2,1.62,0FBUG,DMNTR
5S0VN,9,2.14,0FBUG,6K05Y
TLCM0,4,12.07,0FBUG,8R03H
DOQXS,2,2.95,0FBUG,3AAY0
R98VQ,2,6.74,DLYW9,P97CG
DCNRK,6,33.38,7JGQK,MPAO6
M2ZRS,2,3.88,7JGQK,PZ2E2
9QOCM,2,23.13,7JGQK,2OIFC
97U6C,4,23.02,7JGQK,5Z6NV
RKZ91,5,9.9,7JGQK,I3KJ2
EKPXC,6,3.34,G0B5G,0LLE6
4ATPP,4,1.71,8A9LC,8Z8TG
B6ZRI,9,3.34,TRRSK,0O1IB
16AKJ,1,4.47,FH6FW,OBM5O
H9R48,7,4.74,YMZ03,PZKL4
YI6FQ,4,9.44,02Z13,PKAJG
M461E,2,2.75,DKW14,IJZCN
4MNDP,3,17.08,DKW14,OP2W7
DJZK5,9,12.37,VG33T,15CBH
IR1BJ,5,3.55,VG33T,05V84
B55L5,7,6.24,ZGAPJ,0X9GR
ROA7A,1,7.75,NAVTQ,T1P2J
5AN9F,7,8.27,NAVTQ,LODFL
AFLC5,7,10.86,FUDVF,ZFFU7
97UIE,2,3.04,MQ3R4,QXODP
ZQRGD,10,4.32,3I12K,KGIKP
1F2JH,6,7.16,3I12K,LEEVP
OTAK6,3,0.99,I4LT9,GMGO5
0SPWT,2,7.5,ZC6KE,L6E00
FYXVE,10,2.69,ZC6KE,46HCV
TRUA0,1,3.57,ZC6KE,NJCGM
9QN2R,9,3.32,E2W1D,3F223
G5LQU,1,25.63,JRNLM,2AT8T
1SETH,1,1.05,EX92Z,6MCT9
ASV22,10,2.89,PUD90,H9ZS8
0OLJE,2,10.36,PUD90,Y5ZMA
6DGYC,6,1.47,8T14O,P7DNN
O62GP,6,8.02,B602Z,6ECVS
MCWVX,4,22.76,KK20K,WURYH
YGLCK,8,0.99,5WMZH,X3BWP
RFWJ6,3,2.7,R9C1I,C9GM8
3CHSO,5,0.99,R9C1I,7SBHG
32HB1,4,4.03,R9C1I,LBLB7
KDIXJ,8,8.39,R9C1I,HIJX4
WZSQ8,10,4.2,6S0AT,UBFLZ
W48D9,5,0.99,6S0AT,8FA5U
J68OK,5,1.84,6S0AT,0HZF8
ET2BZ,8,3.16,6S0AT,3F223
HZH91,5,0.99,NMDAL,MW448
4L7J0,5,9.22,GHI9Y,UXXKY
OQSL4,1,5.07,8VPSU,DEG4O
P7CC1,4,2.3,8VPSU,EEOQA
6IOHB,10,5.6,EN576,NJCGM
IG1H3,9,3.22,RZCW4,UQ24K
TSEY8,4,2.54,7Y594,V059U
98VP2,9,2.86,NT6XP,80C11
UNFQ5,2,8.75,LK1PG,UG761
ITXW4,7,7.48,LK1PG,W1HC2
I1WY6,10,2.8,LK1PG,EVNXI
X0TM2,1,19.96,5QVC7,BRYPX
NY1RA,8,4.79,W0AXJ,GS8WX
0KOP2,5,6.84,OMTO1,LW1CZ
15ABM,8,3.85,6ZD5Q,NJCGM
KIKJL,1,8.57,7NZVJ,P97CG
MPX49,6,7.36,I5QO9,ZZSFC
8WJ4T,4,7.97,I5QO9,FVIK0
JM22B,2,6.4,JR1J5,OBTGP
D94CE,10,6.42,E4RSC,3BPK2
45USP,8,10.77,E4RSC,TY0I8
8WJO7,7,3.67,MHBR3,SHF0A
YQOKB,4,0.99,DXHX1,ALIX6
EMB69,1,13.45,I1PT2,8R03H
L6SUD,7,4.39,53CB5,CFEXY
2D7XA,3,9.33,64SCR,PCJUY
9LWWU,2,3.16,64SCR,B4256
IL6P2,4,2.2,9LFNE,1L985
Z2I55,2,3.98,KSNZ6,KR8S2
8LQX3,10,16.89,Y4A9J,2HA90
L8Q2U,5,0.99,1K3FK,XWXG8
CD5U4,6,2.69,1K3FK,LEXZS
RB6BA,8,11.21,1K3FK,ZKYBU
61Z1Q,3,1.71,1K3FK,GPQU7
9DG9S,6,1.39,UWQGS,P39SF
Q40LC,7,5.99,K55A1,HIJX4
ICC7W,4,3.45,K55A1,2RU78
QGHXE,5,9.66,K55A1,KQ2IA
TXUTF,1,3.26,MMIMT,ER571
1T8XN,1,2.41,B60LL,ZQLZO
P8D49,7,12.06,WBA0Z,HVVHI
6MOR5,5,12.58,3Y4TJ,VZPM4
WM348,1,17.91,3Y4TJ,BK2QT
GSJTU,5,1.67,ACCCU,YGKLY
2QS6T,6,15.4,ACCCU,Y6YC8
E4ZVI,7,20.05,BI6KQ,HW481
M3HL0,8,1.62,LJYVL,0HZF8
JOHSC,2,8.14,LJYVL,T1P2J
DMJX0,4,3.41,AQOMQ,S86IH
J2CBW,2,2.02,MEU9F,OV4WH
Q3NO2,6,6.06,YXF3U,8FG4T
2F821,9,12.31,YXF3U,OMD3C
PX7PJ,2,8.1,YXF3U,P97CG
T0VUL,7,4.95,YXF3U,R37PD
11JPH,4,7.54,8DQFX,3L8JQ
4XYUY,9,7.44,8DQFX,375QA
393MJ,10,1.59,DK404,RPRGX
T9ROS,8,39.33,R9B4R,4S9UJ
493QT,1,8.68,R9B4R,OP2W7
5BGII,9,1.46,08383,61JQK
JIVPL,7,3.3,08383,58WHL
14PZI,8,2.47,Z4Z42,YGKLY
N7FWU,10,3.3,Z4Z42,22P6A
K1CY4,9,1.05,YAO3G,QJ7MC
6FROR,1,3.24,MIAU9,XYYMI
6YEVL,1,4.37,H9DKN,Q51Y8
F3IEN,3,2.45,T6ESI,8Z8TG
92P06,2,6.97,T6ESI,2VOTG
H4TFX,9,9.99,T6ESI,JHXPY
0YSOQ,8,5.24,BHGVC,9IZXV
X3MCE,9,6.15,OUZ1N,LSX4P
44CI8,7,1.03,B3SMF,GMGO5
DUUWZ,1,3.55,B3SMF,KR8S2
MPN46,10,3.27,ASL9X,NJTOJ
E4ES8,8,4.81,ASL9X,ZML2R
9PGTM,2,1.92,PMHFH,4OQJ1
W6U77,5,6.91,TS21N,6WLH2
LKGSL,4,8.07,1CLC5,0U8WK
ONBV5,4,3.77,1CLC5,PWEGA
2NUWT,3,4.8,1312W,PCJUY
759WC,1,1.4,1312W,CXMA9
M2WK5,5,18.43,D5Q51,YE4GB
PAYTH,10,2.09,D5Q51,5RD7J
J479B,3,3.57,0WDJI,YDQ0J
AJMGP,3,9.6,0WDJI,R37PD
ZO6XO,4,2.08,0WDJI,IW939
BW6W5,10,5.85,5GK5A,KF20R
E5MPK,2,1.73,5GK5A,1L985
0HIPC,5,10.29,5GK5A,I3KJ2
125HS,7,8.69,WF1J1,PCJUY
YDASM,10,5.29,FZOCA,LW1CZ
FDZ1W,10,1.39,FZOCA,6K05Y
C42Q5,4,28.21,RGY5G,37YQC
Y7G4G,3,3.09,83UAL,XBNP5
2KKX3,8,0.99,B5JKE,X3BWP
FYXQ7,10,0.99,BX43I,7SBHG
PG086,7,9.29,KECEX,Y56S6
21LBO,9,3.4,9RCJV,58OU3
EGT4G,9,6.08,U2T0B,ZQX4M
C6SZ1,6,8.98,NN16J,MX5D9
VLJ54,9,6.29,I01ZP,CXV5D
CGNAY,10,5.75,M51MZ,R37PD
AUB0C,4,28.17,8IQZQ,3R28Q
FH79M,5,4.6,ROMEH,GW6ZI
2YFYB,9,15.06,ROMEH,65SEG
PQJLI,9,3.11,ROMEH,QXODP
BZ0QL,8,4.19,ROMEH,UBFLZ
4GO7T,7,19.44,U99HQ,3L8JQ
APPQI,9,4.43,4N8FL,2SF9G
B9QP4,7,0.99,SLCXR,N77B9
4DB0D,10,2.45,SLCXR,V3YP8
BFM4N,3,4.67,V9J0G,L8BID
S6AYF,6,7.14,PRBCG,KF20R
2RMKP,8,6.22,6Q5RQ,OCT4N
OSA2D,3,4.41,VM38N,IXCU9
XOXJP,10,1.95,VM38N,EVXJD
9QDB8,9,2.02,QUVOL,4OQJ1
83GVR,3,17.64,P5P03,M3QZZ
PNEC6,4,4.05,OMRQG,2MQBL
5H7V2,6,5.14,2Y50B,NJCGM
PHU51,5,1.26,S8EA8,TJHLQ
LVZRU,4,7.25,KXG9L,QHEZU
NI4OB,7,5.84,IWRLU,ZUKN1
GMTKK,7,12.64,VLND5,8A94M
HP3TF,3,6.14,VLND5,XJGQ8
IDOIM,8,1.03,RSMRF,6MCT9
VTAS5,7,21.98,HEPID,GULLZ
2DXQH,3,10.32,0URP2,L3D8C
J3Z66,6,6.72,EXGJY,XLH3C
YTDMO,9,31.12,EXGJY,Y7KB7
X36FJ,7,1.45,EXGJY,TJHLQ
FE4ZU,9,3.16,EXGJY,OVMCR
NV8Q5,3,9.6,C00PV,BRYPX
RKEWR,7,5.35,C00PV,RFBU9
NZLK8,3,6.11,NQE14,DEG4O
VTANO,2,6.87,2PHSP,L3D8C
Z3PK5,9,6.55,2PHSP,V201T
25LQJ,2,12.5,MYUDE,W2KMW
ZKIHL,7,1.44,MYUDE,WY80W
TE5LE,2,14.08,MBGC7,2HA90
GSX8W,9,3.35,4H6M2,AEF4Y
RJQRE,6,12.05,1SR8C,KA8Q9
OU8OM,6,10.81,SWJWO,5UUXB
3NBYX,10,2.2,V2CYI,FANGU
AOBOC,9,4.83,ZWNBZ,LVD5O
MNMSA,6,2.85,8XTMM,S0GZ6
3AANZ,8,8.37,XXYZS,L3D8C
ZXVK7,9,5.85,9SQXT,KQ2IA
HQ8VT,10,3.06,AR699,OV4WH
6H78E,10,5.8,HBN0A,CFEXY
5R68D,6,8.12,HBN0A,UXXKY
ZRWYD,7,7.34,RBTCY,06WHX
SI3JQ,9,5.44,SFJJK,G4Y5X
GCWDW,5,1.94,SFJJK,FA0EW
B50UM,9,26.67,SFJJK,MB4PL
XM6II,5,6.41,S9DYC,MEOKR
5DEGL,2,2.71,S9DYC,58OU3
H8MC2,1,7.73,KWBLR,1GQ8O
M7YO2,7,6.94,8X1E3,MEOKR
3MZC0,4,35.42,PXSHM,3QQEP
TJPLM,1,0.99,O9HQ0,8NDN8
443GM,5,5.15,PZ691,RG83O
LA75P,4,13.96,5Z414,PJZPV
QIFKA,10,1.44,5Z414,V3YP8
WI50N,4,19.08,UIF5Y,7BWW9
TUP5W,3,14.32,K9SLG,84G67
CBKDD,3,10.99,GNDBW,TUSKH
5BCYF,6,4.2,GLDOM,XZVBW
VGL83,7,5.99,VCRO6,2RU78
XJW2P,5,2.64,UK9Z8,512X2
Y61JJ,6,1.37,T201B,WLXV4
091ZO,9,2.8,J7MCG,B80N7
OTLWS,1,10.22,GQBYD,KLBI5
NFGKA,10,10.83,6B52K,T1P2J
YQR4K,3,1.29,A14RJ,9HJ2E
Y0O72,8,1.03,A14RJ,S1OKU
EMKLL,7,3.98,HJ55J,4P6ZD
6BNXR,7,7.54,HJ55J,ZZLFP
LVRR2,8,0.99,SR4EL,A8HUO
N2FT5,6,4.37,9E1WS,F6QZB
UWMKS,2,19.14,RXBWC,BRYPX
9RNFS,6,1.71,O338W,RPRGX
PHY0B,5,4.86,O338W,BSI1V
AO750,4,16.2,VKMGC,YWRAR
IHI88,4,3.2,X7JE6,0HZF8
QUDU4,1,1.1,X7JE6,C8SH9
4M4Y8,4,16.96,309W8,5Z6NV
M065C,5,11.41,AJV7F,RVEW0
UAIJV,8,4.13,46DUT,TMD3L
FPM7D,8,2.2,ANT0I,M54RL
7KUX6,2,3.57,FIAHQ,OINLG
838N3,10,9.89,V0MLA,BK2QT
974E3,1,2.23,0IQQN,QJ7MC
SOFDO,9,12.57,0IQQN,TTXEH
L49V2,5,5.82,XFLIT,EB2EI
7NXIK,10,5.2,XECOG,JPUPM
CAGCH,9,3.69,VFHH2,ZQX4M
0NH6S,3,9.12,VFHH2,SLEL5
6M8P3,7,1.08,VFHH2,61JQK
0IIMO,6,7.31,VFHH2,EBY6L
11VQN,1,22.67,25VT0,MB4PL
9HNT9,7,2.56,F1MMB,6C9G3
3DFWN,2,3.99,F1MMB,CYF1L
WIN20,8,1.73,IU3VS,7FVM5
2L9CC,4,3.39,IVJDC,TTMTO
CIQ1E,3,8.37,KOS5K,A46O7
BVWNN,8,2.1,O75IJ,M3XI5
OKKQI,9,1.85,ERNFY,QJ7MC
FUFVK,4,12.1,2IN87,75STJ
79LX8,7,10.04,2IN87,RVEW0
6MTGX,10,3.53,5OHFP,3AFAV
VSXU0,5,4.5,5OHFP,U0BKO
MTR30,4,3.99,LBQH2,FVIK0
8ZBD0,5,7.21,P0Q62,QX43P
NBQFT,2,12.35,GZ552,8FG4T
N65YH,4,3.71,PZZVY,OBM5O
FI30H,3,11.13,IKB2W,ZPG46
J68LX,1,4.76,PRUNX,LEXZS
ZFC11,7,6.46,EGO60,V201T
DZ6ZK,4,11.85,EGO60,JTO6X
JEPL3,10,2.74,70IVP,9IZXV
IH6CI,6,20.1,XCFOY,PQ9EZ
NASZ0,7,3.24,XCFOY,SHF0A
WM4FB,4,5.51,6GHQ6,3AAY0
3U13J,10,0.99,DXG4N,MMT4N
8WOJQ,7,8.78,H1ZLG,IRG32
4ZW05,4,4.52,H1ZLG,7NZ9Q
CVQXZ,6,3.82,HGQ94,C2X37
SO4K2,5,8.94,8LS81,SCJ09
GS8K0,4,2.33,X04DR,H9ZS8
IANGZ,9,3.14,LI3WL,GQZJP
UV961,3,4.41,LI3WL,SCJ09
IWE54,3,9.49,LI3WL,5UUXB
DHQ42,1,4.91,FA460,WGTLD
S56F8,4,4.53,FA460,S0GZ6
2V9O0,8,4.01,WDTBJ,BJRUL
EWCP6,3,11.52,WDTBJ,JY2QU
0HJK0,6,6.76,50C22,8FG4T
PZPP4,9,11.4,AUM9K,SSYOY
VIKM1,4,15.54,AUM9K,KA8Q9
OZRQ9,4,2.76,AUM9K,WLXV4
L5VNW,5,11.49,R4RL4,Y56S6
2R7N8,2,6.41,R4RL4,W5ZXA
MMT5P,10,6.03,8I4FV,V4DH9
93QRI,9,13.41,3J85E,NCRWX
EM9ZU,5,5.28,OUG8Y,RIDJT
0CI3A,4,4.34,X7224,2MQBL
U987N,3,30.35,X7224,8A94M
34DWF,9,9.18,SM7EK,UBZYL
CLXOL,8,1.45,SM7EK,0HZF8
PNMXJ,2,12.39,R8KL9,RNRSP
T4O4C,2,8.58,R8KL9,FVIK0
O058G,3,6.52,NFOAK,K4FZ5
A6K5M,8,13.35,Y30EI,1ZKKL
9OXOQ,9,0.99,Y30EI,X3BWP
89A3C,1,3.83,2YUYA,90N22
8P9YF,8,1.42,NLLE2,D3GAP
913SY,3,15.15,NLLE2,5Z6NV
TW55N,7,11.23,NLLE2,KA53E
NN379,7,1.05,DDVX1,JH08L
X3X04,10,1.32,DDVX1,MT3F7
M1I7D,3,3.08,PNJSW,Q7BWL
B0P99,8,3.82,PNJSW,8DE6Y
TMOO7,7,5.18,PNJSW,9V8FF
TBZFC,5,4.32,AG53A,IXCU9
FBX1M,3,8.99,G67D6,ZQKGJ
NHKL2,7,5.84,G67D6,OP2NK
HMVO1,1,2.22,G67D6,3WJU2
EPTZJ,8,23.5,QSZ5N,LNLBU
OT118,1,9.45,FB6J1,P97CG
78ANZ,4,6.4,6PLFM,UDRJG
58CLG,5,8.63,CIFN2,C0PRG
80NC9,3,5.4,CIFN2,IJZCN
GAUUN,7,1.69,4D52B,5LJYY
6LA97,1,10.34,E1HDD,M3QZZ
22GJD,7,4.47,BV8EG,P70HF
BB4KW,6,3.07,BV8EG,B80N7
1C6C8,9,12.83,NFF8B,GOH26
PMK5A,2,11.84,ZH1WV,Z8DO8
OUAMZ,9,4.23,ZH1WV,W4HR9
YAMM7,6,0.99,WMHFZ,PRWDW
GAC52,8,6.43,05VYP,PZU51
X7727,5,14.32,UBUGJ,ZZLFP
9WKYX,5,9.58,UBUGJ,94NLG
WIQW2,4,12.05,AT79N,ONSIO
KJRYW,3,6.88,AT79N,V92FI
EUIWC,2,1.65,AT79N,RPRGX
7SUOW,2,5.94,7GSX6,DBNI8
ECXZF,7,6.35,O05CM,K0QEE
N1IGN,10,1.05,OAGK9,P7DNN
Q22NA,8,2.08,OAGK9,7PU2X
XDS8N,1,2.24,OAGK9,7FVM5
A6TND,3,4.98,1R3XQ,9IZXV
AJNEK,4,2.04,1R3XQ,GPQU7
KV09A,4,0.99,1R3XQ,MT3F7
25V13,2,4.49,1R3XQ,ZHYQD
NS43H,10,1.76,XFCM9,P7DNN
I6HWG,7,3.3,3T9H1,MDPPC
TH4I3,10,8.6,1WQCO,U1H41
ZMLVA,10,4.3,JT38M,RAUEN
2ELPS,3,2.03,LW5JR,XUXA0
0B2Z8,5,9.64,9VJGD,DVJHC
EOT7J,6,4.57,9VJGD,0X9GR
QJQYI,4,14.05,2HS0E,3R28Q
XLP4O,1,0.99,GAWJU,7RF4Y
S6BOQ,1,8.68,MH209,ZZSFC
TKOXH,6,3.16,V9PF0,QZPF5
O6DUQ,8,4.7,WELKC,3WOYL
N6JJT,3,3.39,N60QV,58OU3
THVDT,8,11.23,N60QV,UBZYL
5SERY,10,8.04,T5NU3,6HPUX
GYUT1,8,3.71,I4L18,035MH
TK111,9,4.53,I4L18,B80N7
B45FJ,4,3.42,I4L18,ZQX4M
XDOYU,8,16.53,8W0OT,ES2L3
40L60,2,10.51,8W0OT,UBZYL
W7P8Q,4,3.07,8W0OT,VXUX0
6WXII,7,2.25,8W0OT,OTT7P
RO8S7,3,3.51,8W0OT,8YAY3
C74QX,10,7.0,PA924,OCT4N
XER24,4,2.34,PA924,3XFXC
OZDY0,4,5.55,O6CDM,QZPF5
4SID3,4,14.73,O6CDM,84G67
85EMX,5,2.69,OCD98,NJCGM
GII17,1,5.35,9J6M6,EB2EI
UES3W,8,4.68,MB4BL,7NVUS
TRU0R,7,1.1,HZ2J4,BGJCW
0TA8W,1,5.28,OQPFF,DEG4O
2X3H4,4,3.12,ENFH4,CLDLH
P7UO4,10,4.07,ENFH4,LXJML
4RX8O,9,14.9,ENFH4,ZZLFP
8L7ZR,8,15.47,NXXZO,BRYPX
PPWDO,1,5.18,NXXZO,H3HBY
L0825,5,2.79,ROLO6,D3GAP
I0UNV,10,4.17,4417I,YGKLY
NKIAE,1,4.47,QGI9K,CXV5D
FLSFQ,5,7.12,LB770,I3KJ2
VOY41,3,6.74,DVKO0,1S7VD
LGJC0,4,5.8,YKO7H,M3XI5
KP6V1,3,0.99,T4L73,QTY42
9SOS3,7,4.85,P5L8X,XZVBW
S4VMG,1,3.73,P5L8X,0O1IB
NJI6F,8,3.27,PWIVI,MDPPC
KP691,5,7.4,6R6W0,ZUHO3
J1O78,4,5.53,ZGCJ9,TTMTO
5CBC7,7,4.87,ZGCJ9,3XFXC
1122O,3,6.74,Q3W4S,ZHYQD
DIXMA,3,5.98,C3SH1,PZKL4
1278C,2,2.36,PMEHC,P39SF
R8G89,1,6.36,PMEHC,RFBU9
J9PWW,1,31.21,MSNML,TLN4D
W0ONL,8,11.51,RRE2J,R37PD
81KPC,9,3.9,RRE2J,YGKLY
X9HBR,2,4.58,SK9GP,4PJKU
85J0X,1,4.42,SK9GP,DKC29
8WS6B,7,2.4,UPDOF,XUXA0
0I2YU,9,2.2,W892E,9K2AL
IS109,9,7.12,W892E,2H9ZP
59ORP,1,3.35,W892E,LSX4P
A9ET7,6,4.5,I5OX6,SQ41U
U30FW,1,3.52,Y2GA8,NRL6E
KLNO3,4,5.7,Y2GA8,W1AXT
AM0PX,5,8.81,Y2GA8,ALCBL
YZLS4,7,11.76,HCN4S,JY2QU
L1MCO,6,0.99,HCN4S,8NDN8
GQFWF,3,12.22,0I0PZ,7S3OW
H4UVC,10,22.42,XONAR,1BJGH
UBHG1,1,7.06,XOYNO,M7UAU
O5489,3,3.95,XOYNO,EEOQA
E9AXX,1,17.92,XOYNO,M3QZZ
QFFER,1,4.97,XLGZG,Z0VW4
49FQ2,3,7.43,7M7Q1,HUC97
FVEUW,8,3.59,7M7Q1,GW6ZI
7C9KM,4,5.29,7M7Q1,28PAO
RRDK1,8,1.77,7M7Q1,P7DNN
Z4TVX,9,2.28,Y2G7J,PZKL4
MC3U3,2,4.86,Y2G7J,OINLG
GUCT8,9,5.09,Y2G7J,TAWAM
ZL7E4,6,15.82,AQ9MG,Z8DO8
KUEKF,1,5.23,WOXSK,58PB2
0H9U4,5,5.89,WOXSK,GS8WX
7TZUS,6,3.3,3GBLE,ZUKN1
HCUUR,5,5.48,3GBLE,TMD3L
Q5G7E,3,6.16,5IC0K,AJYXD
PSCAR,5,33.88,O1RZN,3QQEP
OM4V4,6,1.68,UG2WC,3B6O6
2CHIA,4,3.45,CVXW9,ZZSFC
IBBFC,4,2.58,KN1LT,K4J06
ULD2K,5,14.5,QF5KP,TTXEH
W7I4Q,3,5.51,QF5KP,P4XL5
4IRLY,8,3.59,QF5KP,8B68O
PLI45,4,1.75,QF5KP,YDQ0J
W7RCR,6,6.53,QF5KP,ZML2R
LTSN7,7,0.99,YF9FN,X3BWP
A2XFY,2,1.68,0SG8J,BGJCW
