order_id,total_price,time_placed,pickup_time,customer_id,shopper_id,vehicle_state,vehicle_license_plate,store_id,time_fulfilled
W6BNK,104.37,2020-05-05T17:00:50.000Z,,B7GJW,QU4A9,CA,RBA-2488,G28Y1,2020-05-06T02:45:55.000Z
7A93N,30.0,2020-05-05T17:17:59.000Z,2020-05-05T20:23:25.000Z,7YLB1,UJONB,CA,872 VRR,792C7,2020-05-05T20:50:39.000Z
53L5Q,117.9,2020-05-05T17:41:26.000Z,,IE6W8,8GTD0,IL,3ME 362,6Q67U,2020-05-06T00:05:39.000Z
6J35J,20.37,2020-05-05T17:49:00.000Z,,NVI8B,QIHF4,CA,558 GRV,KZ3J0,2020-05-06T02:33:52.000Z
C4Q39,2.97,2020-05-05T18:30:36.000Z,2020-05-05T22:58:49.000Z,0M27O,DHT4W,OR,ZZ 19195,UYQ5A,2020-05-06T00:07:38.000Z
DKEXL,17.82,2020-05-05T19:56:30.000Z,,PLJ5Q,V7XH3,CA,721F,WEUEN,2020-05-05T23:21:17.000Z
UXRUG,98.37,2020-05-05T20:30:25.000Z,,MX4GO,X8M8Q,CA,740-OEW,WG5N0,2020-05-06T03:34:30.000Z
0TFAH,379.64,2020-05-05T21:10:19.000Z,,BQMU0,8XEJM,CA,30OO8,WBLFY,2020-05-06T02:39:32.000Z
0LYRS,36.54,2020-05-05T21:42:34.000Z,2020-05-06T01:46:46.000Z,SE90A,KIBGR,WI,196 KAD,IDRWE,2020-05-06T07:10:41.000Z
G4FQR,121.6,2020-05-05T21:46:58.000Z,2020-05-05T23:28:09.000Z,JRGBU,6VW4T,CA,126 HYX,LHSWE,2020-05-06T02:45:24.000Z
79YQR,24.6,2020-05-05T21:53:49.000Z,2020-05-05T22:33:15.000Z,W3MT4,OVU9W,CA,UNV0796,I77FZ,2020-05-06T00:46:54.000Z
UX2SU,72.79,2020-05-05T22:00:11.000Z,2020-05-05T22:54:42.000Z,GWRR0,103IX,CA,86P•729,ZNOFW,2020-05-06T02:55:04.000Z
1VRSY,52.16,2020-05-05T22:06:14.000Z,2020-05-06T00:39:38.000Z,0W0QF,0FS6I,CA,789 6RL,2TM62,2020-05-06T03:07:48.000Z
7RXOF,66.9,2020-05-05T22:09:30.000Z,,JRNWX,MH5MG,CA,1M013,YC3AR,2020-05-06T03:13:25.000Z
VU9D8,14.77,2020-05-05T22:57:54.000Z,,92GOK,79FLS,ID,3Y 7W6KZP,SYS1U,2020-05-06T05:47:48.000Z
BF4IC,56.64,2020-05-05T23:21:27.000Z,,DNSQR,I8SUU,CA,HVE-3593,2XQ8U,2020-05-06T06:27:59.000Z
AR6E4,12.75,2020-05-05T23:21:54.000Z,,FDGTL,MRCZZ,CA,1FE 248,792C7,2020-05-06T02:01:28.000Z
496N8,42.8,2020-05-05T23:25:23.000Z,,1CJ4Z,STJPU,LA,MTD-139,WG5N0,2020-05-06T06:09:14.000Z
4SH5X,29.62,2020-05-05T23:45:04.000Z,,CYALX,V4O3W,NJ,168 NFZ,IJA9S,2020-05-06T08:40:01.000Z
CT9EX,28.42,2020-05-06T00:17:41.000Z,2020-05-06T03:58:05.000Z,Q6BIB,SVT7J,CA,163-OYO,IY0P9,2020-05-06T04:52:34.000Z
4CDYR,21.12,2020-05-06T00:32:16.000Z,2020-05-06T04:07:59.000Z,3IAOM,8VJJL,OR,AOB 174,KGVM4,2020-05-06T05:55:16.000Z
OU0VG,75.87,2020-05-06T02:50:53.000Z,,NYHZC,PDQKA,KY,AJY-5200,9JYTW,2020-05-06T09:55:09.000Z
UD70W,80.2,2020-05-06T03:02:04.000Z,,3GXHB,OTHL0,MA,799 8QG,FNJXE,2020-05-06T11:10:38.000Z
W7O44,144.6,2020-05-06T03:43:02.000Z,,7K6GM,FBB4P,CA,875-JTX,FK2B5,2020-05-06T09:28:11.000Z
KWGUT,2.97,2020-05-06T03:43:09.000Z,,B5GOZ,53DQU,CA,42-I104,UAU1O,2020-05-06T09:09:10.000Z
38OFX,15.78,2020-05-06T03:52:52.000Z,,225AC,2Y183,CA,MNG 240,6J0JD,2020-05-06T12:03:18.000Z
H4R7Y,32.42,2020-05-06T04:01:39.000Z,2020-05-06T08:07:50.000Z,8X20C,KUGE3,CA,TAJ-309,4SRHC,2020-05-06T12:35:05.000Z
U728X,86.07,2020-05-06T04:39:23.000Z,2020-05-06T08:57:26.000Z,DM1R0,5IIYT,CA,0NET371,E5SJO,2020-05-06T11:27:36.000Z
MD9PG,6.38,2020-05-06T05:03:01.000Z,2020-05-06T08:11:52.000Z,O7QTS,DHT4W,CA,BLG3235,UYQ5A,2020-05-06T11:20:08.000Z
AV7WG,55.92,2020-05-06T05:16:02.000Z,,ULSP6,9KTIK,CA,C 681589,1O3SE,2020-05-06T07:14:24.000Z
T1U3C,14.67,2020-05-06T05:22:12.000Z,2020-05-06T10:09:46.000Z,GZTJP,04H5M,NV,539387,H6IY1,2020-05-06T10:38:33.000Z
LVXVI,152.68,2020-05-06T06:22:42.000Z,,5WEUD,EHDIC,CA,531 YOQ,DQATU,2020-05-06T11:19:23.000Z
5AL8G,18.68,2020-05-06T06:39:19.000Z,2020-05-06T09:22:01.000Z,VZ3J2,FZ9NL,CA,396 UUE,Z4BL7,2020-05-06T10:20:44.000Z
PN09S,23.67,2020-05-06T07:02:21.000Z,2020-05-06T08:17:20.000Z,S8S8W,6YJBM,VT,C90-HPE,R0QWL,2020-05-06T12:18:15.000Z
JQ9ES,78.19,2020-05-06T07:12:33.000Z,2020-05-06T12:31:59.000Z,YO3ED,0GW2Q,CA,7Z010,5ORB8,2020-05-06T17:51:15.000Z
V8DF2,54.21,2020-05-06T07:18:54.000Z,2020-05-06T09:42:24.000Z,SE90A,UMA79,WI,196 KAD,KYN21,2020-05-06T12:39:38.000Z
3W48K,45.2,2020-05-06T07:51:14.000Z,2020-05-06T08:09:37.000Z,TGF0O,DSV00,CA,UFO 667,13BNE,2020-05-06T14:05:33.000Z
SHJAM,48.76,2020-05-06T07:59:55.000Z,2020-05-06T12:54:05.000Z,VGUD2,MPSWT,CA,75-D025,VB0UG,2020-05-06T15:07:55.000Z
0JK8W,17.54,2020-05-06T08:16:39.000Z,,RGDQL,ZTMRS,DC,K 526987,7NOQY,2020-05-06T16:21:42.000Z
OTR0H,70.4,2020-05-06T08:17:15.000Z,2020-05-06T10:15:33.000Z,YTL8M,Y7N2U,OH,012-JSU,12XXK,2020-05-06T15:34:53.000Z
Z4AOX,64.05,2020-05-06T09:04:19.000Z,,3UYX3,MPSWT,CA,BHU-828,VB0UG,2020-05-06T13:12:40.000Z
SIBUR,12.04,2020-05-06T09:21:45.000Z,2020-05-06T13:46:40.000Z,YUB31,TCIB2,CA,HIS 543,631TS,2020-05-06T17:22:25.000Z
UT5ZZ,39.32,2020-05-06T10:14:25.000Z,2020-05-06T12:19:07.000Z,LH8R7,ZTMRS,CA,423 XSQ,7NOQY,2020-05-06T17:57:10.000Z
V9DD7,81.92,2020-05-06T10:37:52.000Z,2020-05-06T12:27:42.000Z,1LVKT,FE0SE,CA,HFE 663,DSKWY,2020-05-06T17:14:05.000Z
TVX1S,13.4,2020-05-06T11:02:24.000Z,,F2GOD,LI1MW,LA,EVH H07,3SYPO,2020-05-06T19:42:07.000Z
ZTC0T,230.43,2020-05-06T11:23:59.000Z,,JAXNY,2Y183,GA,Q95-40O,6J0JD,2020-05-06T16:07:55.000Z
DVP5H,17.8,2020-05-06T11:55:09.000Z,,CYY9S,ZTMRS,CA,ADS 786,7NOQY,2020-05-06T15:06:47.000Z
UX7N1,38.92,2020-05-06T12:14:46.000Z,2020-05-06T12:50:48.000Z,NO0D3,CZH0H,SD,BP6 7007,QZJPF,2020-05-06T16:43:10.000Z
9UL9C,61.49,2020-05-06T12:24:44.000Z,,YIWMN,S61GW,AZ,D 181190,O8P7C,2020-05-06T15:54:04.000Z
Q4UHQ,52.26,2020-05-06T13:01:23.000Z,,QUZ4U,MPSWT,TX,2PU7008,VB0UG,2020-05-06T19:57:08.000Z
VOXMX,30.96,2020-05-06T13:32:44.000Z,,GY40X,V3IKV,NY,9GI P14,NAX4O,2020-05-06T15:18:30.000Z
H6X7U,128.08,2020-05-06T13:40:07.000Z,2020-05-06T19:17:15.000Z,VH9KR,FDB35,DE,JFE-755,EHN88,2020-05-06T23:32:35.000Z
Z55AI,66.96,2020-05-06T14:14:02.000Z,2020-05-06T15:41:04.000Z,1BGYE,NRW96,CA,5QT L67,QOJK3,2020-05-06T18:04:37.000Z
2NSHK,31.38,2020-05-06T14:50:40.000Z,2020-05-06T15:03:01.000Z,ILP5K,W8G39,CA,CF1 8217,G29KT,2020-05-06T15:31:50.000Z
NK8FK,234.4,2020-05-06T15:22:22.000Z,2020-05-06T19:31:25.000Z,7PEUI,T6YDW,CA,T33 6HM,NBO2D,2020-05-06T20:42:16.000Z
YK5WX,16.68,2020-05-06T15:41:45.000Z,,GM38A,99NKZ,CA,YJT8957,H99VD,2020-05-06T22:41:16.000Z
XGXDN,17.16,2020-05-06T16:41:48.000Z,,NB94H,RP5FU,LA,3ZO 799,ZQ79W,2020-05-07T01:45:14.000Z
7B0W6,21.3,2020-05-06T16:43:50.000Z,,GSYN5,KB3CZ,CA,LMM 526,IY7DV,2020-05-06T20:42:51.000Z
HXS6L,92.1,2020-05-06T16:46:02.000Z,2020-05-06T17:56:29.000Z,X647O,GQ4X5,AZ,H12-UXV,28JE8,2020-05-06T18:13:18.000Z
BV3I4,80.93,2020-05-06T17:56:18.000Z,,1GJPV,W8G39,WY,7-02972E,G29KT,2020-05-06T21:24:12.000Z
K5FOU,17.25,2020-05-06T18:11:42.000Z,,WK1RA,3JYV6,CA,1D IN881,4CZ4G,2020-05-07T02:34:42.000Z
WO2QY,34.92,2020-05-06T18:14:48.000Z,2020-05-06T22:27:50.000Z,Y3WYU,ZDHL6,ME,073HHJ,3W6UE,2020-05-07T00:00:24.000Z
ODQGU,23.88,2020-05-06T20:01:14.000Z,,MWQLG,FOQZV,ND,89T BQ2,VDLRR,2020-05-07T01:47:25.000Z
JMNL9,5.8,2020-05-06T20:08:08.000Z,,IYPRV,C2MTX,CA,822AVF,1RMXY,2020-05-07T02:10:24.000Z
HOG2L,36.38,2020-05-06T20:42:01.000Z,2020-05-07T01:01:42.000Z,6SPHU,PJ84C,CA,3OG6347,17KE2,2020-05-07T05:26:36.000Z
F0WDL,56.08,2020-05-06T20:48:47.000Z,,WIJZD,UUR4D,IL,OLO-484,BSSBT,2020-05-07T01:12:22.000Z
2Y8VP,290.46,2020-05-06T20:53:35.000Z,2020-05-06T21:27:10.000Z,6I2TW,PCN8U,VT,WBE-7960,93WBS,2020-05-07T02:48:53.000Z
D64AK,209.97,2020-05-06T21:20:25.000Z,2020-05-06T23:01:41.000Z,Z1B9Y,2AHQ9,CA,WXT 756,4AOVR,2020-05-07T03:05:10.000Z
YW4LC,1.38,2020-05-06T22:14:53.000Z,,KIBGR,5WPF8,CA,E36-67V,6DT5L,2020-05-07T03:05:50.000Z
SIQOJ,23.36,2020-05-06T22:52:24.000Z,,Q7LY1,WJ8LW,CA,V23-21Z,GVFVV,2020-05-07T06:25:48.000Z
51IZF,58.59,2020-05-06T23:01:12.000Z,2020-05-07T03:54:54.000Z,NO3EQ,QJLGQ,OR,TKK2166,HXUP6,2020-05-07T04:10:51.000Z
HXTNP,34.83,2020-05-06T23:04:57.000Z,2020-05-07T00:12:31.000Z,AXES5,5WURH,CA,618-QYQ,8J54U,2020-05-07T02:31:16.000Z
PSG0N,5.38,2020-05-06T23:10:48.000Z,,UML0P,OTHL0,NH,325 CAV,FNJXE,2020-05-07T00:08:11.000Z
RD16X,14.04,2020-05-06T23:53:46.000Z,2020-05-07T00:32:16.000Z,MI6PH,D53L3,CA,V99 5RF,UNGSN,2020-05-07T01:28:57.000Z
2G4H7,10.88,2020-05-07T00:05:56.000Z,,UELNO,NJ1VR,CA,316AVK,36BGX,2020-05-07T06:59:59.000Z
BEP6I,159.4,2020-05-07T02:17:12.000Z,,NTM3O,V4O3W,CA,P03-OQH,IJA9S,2020-05-07T08:51:41.000Z
28BMH,30.52,2020-05-07T03:59:53.000Z,,XIOBY,M46OP,CA,319-XNV,H39E9,2020-05-07T10:04:10.000Z
8BN1H,109.5,2020-05-07T05:10:33.000Z,,QM4CN,UKPH3,CA,7D 89460,I22U5,2020-05-07T07:06:06.000Z
0BZP6,16.98,2020-05-07T05:24:34.000Z,,E2YXB,VAVGS,CA,3-12596,6D1CD,2020-05-07T07:44:07.000Z
QMOBS,83.44,2020-05-07T05:48:35.000Z,,2E5XK,U04UU,CA,981-LWT,F0ERJ,2020-05-07T15:11:47.000Z
KAJH4,25.6,2020-05-07T05:56:18.000Z,2020-05-07T07:53:38.000Z,BQDW4,4GXAV,MI,ZRC1387,L38HG,2020-05-07T13:16:58.000Z
XNUSA,18.99,2020-05-07T06:04:39.000Z,,UM2G2,LDP2V,CA,XNX 678,AMT4C,2020-05-07T06:58:53.000Z
GTN47,10.14,2020-05-07T06:19:01.000Z,,PBPZO,HKQJE,CA,QMT-7687,G28Y1,2020-05-07T12:44:20.000Z
FP811,86.64,2020-05-07T06:48:52.000Z,2020-05-07T10:05:30.000Z,IQOLV,S00SO,CA,K87 6KP,UIZ5X,2020-05-07T10:39:36.000Z
3EDL6,8.16,2020-05-07T06:53:45.000Z,,8UWNK,3E6EG,CA,719 HSF,CRBII,2020-05-07T10:30:17.000Z
X07EK,10.8,2020-05-07T07:09:48.000Z,2020-05-07T11:31:58.000Z,09N1C,N5LM5,CA,UQG-4482,DSKWY,2020-05-07T15:30:51.000Z
F6CHI,12.4,2020-05-07T07:15:02.000Z,2020-05-07T08:28:33.000Z,PTFVP,HW4LH,NM,8-0833Y,4SM88,2020-05-07T11:04:05.000Z
LZRMS,110.25,2020-05-07T07:30:23.000Z,2020-05-07T13:10:48.000Z,UL2EQ,G80XK,CA,NXV-647,KGVM4,2020-05-07T17:12:59.000Z
6IUJE,52.38,2020-05-07T07:39:37.000Z,,S8S8W,5MYL2,VT,C90-HPE,7IEJT,2020-05-07T15:26:32.000Z
NJ9SN,21.4,2020-05-07T09:40:02.000Z,,0TA5F,K4W5W,NY,343-XTJ,C6EQ7,2020-05-07T15:22:04.000Z
H9DTT,44.73,2020-05-07T09:41:03.000Z,,13D76,IJPJZ,CA,1FB J46,8MR06,2020-05-07T13:43:23.000Z
VM0NL,26.2,2020-05-07T10:06:12.000Z,2020-05-07T14:52:02.000Z,OG7QG,0P5W0,RI,LMT 265,OWVVA,2020-05-07T19:33:06.000Z
SZ0I7,14.75,2020-05-07T10:06:43.000Z,,RYXD3,MGXF5,CA,8SX 991,7PSYZ,2020-05-07T15:37:26.000Z
V97MA,2.97,2020-05-07T10:12:54.000Z,2020-05-07T14:49:48.000Z,B1WNM,U3YPO,CA,8CW 403,7PSYZ,2020-05-07T20:31:52.000Z
W7B3Z,3.2,2020-05-07T10:55:28.000Z,,43RSU,XQ4LX,CA,875-QTF,FW8ZT,2020-05-07T16:23:42.000Z
DUIOQ,17.84,2020-05-07T10:58:43.000Z,2020-05-07T13:52:30.000Z,920AI,PNM5I,CA,7RCV010,8YOR0,2020-05-07T14:31:52.000Z
YJCLK,138.96,2020-05-07T11:32:12.000Z,,CR90M,37JFY,CA,NU 20101,XV82A,2020-05-07T15:27:17.000Z
T9W77,8.14,2020-05-07T11:52:52.000Z,2020-05-07T14:16:26.000Z,BMY67,13W4B,LA,BCI-175,14VAS,2020-05-07T16:13:06.000Z
AYQGT,107.46,2020-05-07T11:53:59.000Z,,5MDLJ,MPSWT,MS,WQU-1157,VB0UG,2020-05-07T16:39:14.000Z
55MQ5,91.49,2020-05-07T12:55:35.000Z,2020-05-07T15:28:43.000Z,OD7BR,KI7S1,CA,95A 331,CAX0E,2020-05-07T19:09:55.000Z
0I46T,37.71,2020-05-07T13:16:46.000Z,2020-05-07T18:20:37.000Z,7B962,LPT1R,IL,9GN Q32,N5V0S,2020-05-07T23:33:52.000Z
WY9JE,25.5,2020-05-07T13:20:58.000Z,2020-05-07T15:28:21.000Z,8LKPN,Y8RD9,CA,9BD 540,M77DZ,2020-05-07T19:24:02.000Z
FKDNX,35.73,2020-05-07T13:38:12.000Z,2020-05-07T14:54:15.000Z,Q8DEK,ARGSG,CA,1T640,GVFVV,2020-05-07T16:05:04.000Z
MTK9Z,219.46,2020-05-07T14:03:27.000Z,,Q3PPF,FPP2X,CO,UJ4 8575,R5Q61,2020-05-07T23:30:44.000Z
V3ROZ,40.56,2020-05-07T14:35:29.000Z,2020-05-07T17:07:34.000Z,BZAXV,AVLMD,SD,852-064,BNDY3,2020-05-07T17:18:41.000Z
4Z4GR,19.48,2020-05-07T15:00:56.000Z,2020-05-07T19:51:30.000Z,DDH0C,6ZJBP,CA,110W,CTAQ0,2020-05-07T22:54:35.000Z
P222C,18.27,2020-05-07T15:08:02.000Z,2020-05-07T15:24:54.000Z,1E2AK,JX1EP,CA,WGL-4622,TUO27,2020-05-07T19:32:07.000Z
UDP96,152.8,2020-05-07T16:05:15.000Z,2020-05-07T21:01:46.000Z,O24LP,QMICH,NM,6BH7082,X3WXV,2020-05-08T02:20:01.000Z
UAR2G,11.82,2020-05-07T16:39:34.000Z,2020-05-07T21:14:03.000Z,JWPO7,R5Z9M,CA,6OK4618,3HM75,2020-05-07T22:15:31.000Z
HHC2E,14.04,2020-05-07T16:59:40.000Z,,W8PNY,5GRXX,CA,5P M2889,27I5T,2020-05-08T02:11:16.000Z
G7XOF,22.48,2020-05-07T17:09:00.000Z,,PDBFR,A0M32,CA,643 JKS,N7P0B,2020-05-07T22:50:02.000Z
PYN11,5.01,2020-05-07T17:30:16.000Z,2020-05-07T18:33:32.000Z,514WO,5IIYT,CA,3-90408P,E5SJO,2020-05-07T19:45:45.000Z
NBXLL,55.5,2020-05-07T17:43:49.000Z,2020-05-07T19:06:49.000Z,5K4EO,ALLL5,PA,767 0MC,I9XF9,2020-05-07T20:16:54.000Z
8YO1S,7.86,2020-05-07T18:01:08.000Z,2020-05-07T23:52:52.000Z,3EF0Z,UY5CP,PA,02-F162,631TS,2020-05-08T01:00:59.000Z
PSISD,29.07,2020-05-07T18:17:29.000Z,2020-05-07T23:40:42.000Z,QK8J3,O9T0E,IN,36I W79,4CZ4G,2020-05-08T02:05:50.000Z
Y6KOA,50.16,2020-05-07T19:24:14.000Z,2020-05-07T20:53:23.000Z,4ZFYI,MH6XI,CA,LOC 821,P6OR7,2020-05-07T21:31:01.000Z
L6QAF,14.38,2020-05-07T19:41:49.000Z,,YBXQU,ZZUG5,ME,206NB,SEAXT,2020-05-08T04:18:37.000Z
L2SWD,215.54,2020-05-07T19:59:18.000Z,2020-05-08T01:53:18.000Z,B3WRQ,PDDTU,MT,KNM9567,WFK9Y,2020-05-08T07:03:01.000Z
1N0IJ,33.36,2020-05-07T20:32:04.000Z,,XOVBK,708R1,NM,686724,3II5S,2020-05-08T05:10:39.000Z
L6G82,34.44,2020-05-07T20:39:14.000Z,2020-05-07T21:15:55.000Z,9M80A,JRV1K,AK,XGE-309,K6RVF,2020-05-08T03:06:34.000Z
BLUKQ,12.32,2020-05-07T21:14:07.000Z,,ZSSAW,7P6RO,CO,2D GH051,WFK9Y,2020-05-08T03:40:42.000Z
EY8JD,13.35,2020-05-07T21:19:10.000Z,,5IVMH,IMF2R,MA,EO 3029,JEIY9,2020-05-08T04:41:55.000Z
8WKQX,118.6,2020-05-07T21:25:01.000Z,,5RZTU,YHX9I,CA,40-1793D,K1V4C,2020-05-08T04:23:10.000Z
ZSRW3,129.3,2020-05-07T21:30:35.000Z,,UP4QM,CATKZ,CA,7BI0815,95P3J,2020-05-08T04:31:00.000Z
GSVNP,5.08,2020-05-07T21:47:01.000Z,2020-05-08T00:45:19.000Z,H8AYO,LO7O1,CA,35-A164,72SK6,2020-05-08T01:49:43.000Z
Q3LL8,20.55,2020-05-07T22:09:00.000Z,2020-05-07T22:09:42.000Z,OYA6C,P7GNB,DC,1-6927B,KZ3J0,2020-05-07T22:26:28.000Z
VX5PF,5.08,2020-05-07T22:16:16.000Z,2020-05-08T01:30:08.000Z,47WIZ,QFT7M,CA,I76-HST,T5RSD,2020-05-08T05:08:00.000Z
4V0DK,5.48,2020-05-07T23:00:59.000Z,,FTSGT,QJLGQ,CA,LPS-423,HXUP6,2020-05-08T08:10:46.000Z
SEFP9,2.19,2020-05-07T23:14:04.000Z,2020-05-08T00:23:40.000Z,22OUO,ZN6KL,CA,715 FI4,Z4BL7,2020-05-08T05:31:09.000Z
8FLXE,54.32,2020-05-07T23:22:17.000Z,2020-05-07T23:39:16.000Z,YABIO,IB3BY,MT,OO6 Z3E,7LKQH,2020-05-08T00:34:23.000Z
E97A1,16.05,2020-05-08T00:25:04.000Z,2020-05-08T04:56:47.000Z,FQ260,S3DHH,ND,MCA 030,T1XVJ,2020-05-08T05:18:59.000Z
40EWL,34.44,2020-05-08T00:37:21.000Z,2020-05-08T03:16:49.000Z,FAXWJ,PCN8U,CA,QWK0156,93WBS,2020-05-08T06:06:02.000Z
UVDQQ,167.46,2020-05-08T01:05:00.000Z,,P1C62,KMD2W,CA,265L,6QSXS,2020-05-08T08:08:12.000Z
YICL6,1.98,2020-05-08T02:37:39.000Z,,ARYUM,XDA65,WI,2YG 988,O8P7C,2020-05-08T11:38:20.000Z
7RSK6,19.35,2020-05-08T02:48:17.000Z,2020-05-08T08:06:39.000Z,JC7Z1,VAVGS,CA,166 TRY,6D1CD,2020-05-08T08:57:04.000Z
7GUYV,64.76,2020-05-08T02:49:08.000Z,,JA8TY,LDCXZ,CA,709-YDY,A6K1H,2020-05-08T07:33:02.000Z
ZJ0UE,3.04,2020-05-08T03:00:19.000Z,2020-05-08T05:47:55.000Z,HTPT6,W8G39,CA,E90 0TA,G29KT,2020-05-08T07:51:00.000Z
RK24J,8.04,2020-05-08T03:00:48.000Z,,31OTD,ETC9P,CA,7N 4065W,VRGID,2020-05-08T03:25:10.000Z
DUOG4,5.71,2020-05-08T03:08:52.000Z,,8A1CK,7RR7Z,CA,475 3WW,2TM62,2020-05-08T10:35:07.000Z
EU0N0,98.3,2020-05-08T03:30:52.000Z,,HMPQR,NN4YR,WV,57H DU4,LXWG6,2020-05-08T13:03:53.000Z
G052P,20.7,2020-05-08T03:32:18.000Z,,6XCXS,3S3RA,CO,CEP-7400,IYJG5,2020-05-08T11:46:23.000Z
QGGAB,40.27,2020-05-08T04:03:36.000Z,2020-05-08T09:37:16.000Z,K3DOV,J6W0N,CA,695EFG,HI9JV,2020-05-08T14:48:59.000Z
1CB08,210.08,2020-05-08T04:04:58.000Z,,1LVKT,GMF1S,AR,4864,NJEIB,2020-05-08T07:50:45.000Z
99AHJ,26.44,2020-05-08T04:05:33.000Z,,7MIW7,HMAL6,GA,IGO-5548,CTAQ0,2020-05-08T10:14:04.000Z
HGISK,54.9,2020-05-08T04:56:10.000Z,,YBEG6,S8FF2,CA,XCF2181,YC3AR,2020-05-08T08:30:17.000Z
XX5XT,7.86,2020-05-08T06:10:32.000Z,,UKPH3,SJIR7,CA,783 8EK,Z4BL7,2020-05-08T12:39:31.000Z
BS6KV,54.66,2020-05-08T06:16:01.000Z,2020-05-08T06:57:20.000Z,04H5M,R2EGR,NC,TZ 40879,IDRWE,2020-05-08T12:23:13.000Z
VKKZN,158.74,2020-05-08T06:24:25.000Z,,UEO2V,Q4U0S,CA,9EPO349,D2TKQ,2020-05-08T10:05:45.000Z
3Z4XZ,188.12,2020-05-08T07:04:02.000Z,,92GJB,PM7HN,CA,73-A193,KYN21,2020-05-08T11:16:45.000Z
WNOWU,106.19,2020-05-08T09:15:18.000Z,,9H6R8,TTGZ0,RI,230KZ,CHPGE,2020-05-08T18:19:17.000Z
7AT2B,25.15,2020-05-08T09:34:05.000Z,2020-05-08T13:15:22.000Z,YMR2T,3C98L,CA,9DE 983,ZU9IP,2020-05-08T14:20:29.000Z
U3O8O,5.0,2020-05-08T10:19:10.000Z,2020-05-08T10:32:46.000Z,WZBTC,JM7HO,CA,WCJ-2448,CF4HY,2020-05-08T12:53:58.000Z
6MAU9,13.64,2020-05-08T10:54:43.000Z,,5MYL2,LYKT0,WI,811 2006,0PE4W,2020-05-08T19:28:57.000Z
5D12Q,20.0,2020-05-08T10:59:41.000Z,,EWVMH,VO36E,IN,6LKH 84,G28Y1,2020-05-08T16:16:51.000Z
ORQG9,70.75,2020-05-08T11:52:56.000Z,,KKB66,PSNKL,CA,JFP-369,T7VTK,2020-05-08T19:58:36.000Z
5YKCI,5.16,2020-05-08T11:55:02.000Z,,UY77F,KYDVM,CA,4YO39,DZ3S4,2020-05-08T21:34:01.000Z
8X9IE,74.64,2020-05-08T11:56:14.000Z,,E8373,M73C3,WV,4DI 835,4WSHA,2020-05-08T16:19:17.000Z
0AV1M,28.98,2020-05-08T12:17:49.000Z,,WCD6L,V3QGW,OR,1Z OE502,ZV68L,2020-05-08T19:43:43.000Z
OVS9P,21.16,2020-05-08T12:41:50.000Z,,WQFU4,NM40A,CA,LU-4655,GKQYL,2020-05-08T19:18:41.000Z
6AIW2,25.2,2020-05-08T12:49:15.000Z,2020-05-08T17:14:03.000Z,LBG85,7WK8W,DE,HVY-7205,4FJF2,2020-05-08T21:55:07.000Z
0HJPT,59.85,2020-05-08T13:16:42.000Z,,61X5H,WTJMD,PA,670 NNX,ARS5U,2020-05-08T17:06:29.000Z
LV3ML,144.81,2020-05-08T13:42:35.000Z,,HGW3D,5K4EO,CA,WQC-880,K36PR,2020-05-08T17:42:24.000Z
YT0DR,13.5,2020-05-08T13:42:46.000Z,2020-05-08T18:57:56.000Z,4OHC5,O4WTK,ME,071 WPY,F6ZK0,2020-05-08T23:10:38.000Z
O82C5,9.9,2020-05-08T14:47:44.000Z,2020-05-08T20:31:53.000Z,NYWLT,ORDVS,CA,SAE-546,N4JNH,2020-05-08T23:32:24.000Z
3E7SP,20.82,2020-05-08T15:42:18.000Z,,D9MR7,PO8AI,NV,53-6277V,2YRRD,2020-05-08T23:22:01.000Z
N0PF0,157.63,2020-05-08T15:49:58.000Z,2020-05-08T17:21:38.000Z,N9ZBR,EIGF6,CA,VV3 5957,I374Z,2020-05-08T21:21:41.000Z
Q5TZT,51.36,2020-05-08T16:13:54.000Z,,9N0CM,TSSZD,CA,I68-BZQ,CAX0E,2020-05-09T01:40:07.000Z
17YG6,46.86,2020-05-08T16:22:43.000Z,2020-05-08T17:49:02.000Z,XUR2X,QEEUO,CA,25FY9,QTB4W,2020-05-08T18:09:04.000Z
SZ10D,3.66,2020-05-08T16:25:14.000Z,,V0EJL,C3IED,CA,CF1 8217,K6RVF,2020-05-08T21:58:10.000Z
DK4HX,10.28,2020-05-08T16:29:08.000Z,,SZ33U,8XEJM,AK,997 5277,WBLFY,2020-05-08T23:06:45.000Z
4SC0B,70.6,2020-05-08T16:43:42.000Z,2020-05-08T20:27:43.000Z,A91V1,LDP2V,CA,JN 7770,AMT4C,2020-05-09T01:04:48.000Z
H4VT8,6.51,2020-05-08T16:48:33.000Z,2020-05-08T22:32:19.000Z,J65PF,E98WB,CA,LBJ3540,P4RIP,2020-05-09T04:17:09.000Z
0ABY9,5.94,2020-05-08T16:59:12.000Z,,Z08DT,N19D8,CO,VAR-0526,FFAZF,2020-05-09T01:06:14.000Z
NX0M4,16.18,2020-05-08T18:17:44.000Z,,AVLQH,2445R,CA,Y 971357,CGNL1,2020-05-08T20:14:59.000Z
OMPOJ,257.7,2020-05-08T18:18:08.000Z,2020-05-08T19:53:13.000Z,N005F,JXM68,CA,TPI-624,WCD8M,2020-05-08T23:33:30.000Z
QJOSN,3.54,2020-05-08T18:31:58.000Z,,7WK8W,Y8RD9,CA,QPJ-4453,M77DZ,2020-05-08T23:30:50.000Z
